manufacturerName,manufacturerAddress,consignee,standard,productionDate,qualityTestNo,description,weightMethod,totalQuantity,totalWeight
MITSUI & CO STEEL LTD.,,"REGENCY STEEL ASIA PTE,LTD",JIS A5523 SYW390,,EN10204 3.1 NO.ABS-BC1-Y08005,STEEL SHEET PILES,,236,400020
